일련번호,의료기관명,병상수,소재지,설립구분,개설일자,전화번호,데이터기준일자
660,회원마취통증의학과의원,0,"창원시 마산회원구 북성로 138 (회원동, 천지리치빌)",민간,2010-02-16,055-246-7585,2023-12-31
661,마산성모안과의원,0,"창원시 마산합포구 합포로 28 (남성동, 대동빌딩)",민간,2010-02-04,055-222-7107,2023-12-31
662,우리들의원,0,"창원시 마산합포구 천하장사로 87 (상남동, 우신뉴타워아파트)",민간,2009-12-14,055-244-1230,2023-12-31
663,소피마르소산부인과의원,5,"창원시 마산회원구 3·15대로 775 (합성동, 합성메디칼센타)",민간,2009-12-09,055-251-7785,2023-12-31
664,깨끗한의원,0,창원시 마산회원구 3·15대로 774-1 (합성동),민간,2009-09-08,055-292-7582,2023-12-31
665,우일정형외과의원,20,"창원시 마산합포구 3·15대로 192 (중앙동2가, 중앙동메디칼)",민간,2009-08-14,055-243-7700,2023-12-31
666,마산백내과의원,0,"창원시 마산회원구 3·15대로 778 (합성동, 정비인후과의원)",민간,2009-08-07,055-252-1980,2023-12-31
667,편한몸의원,0,"창원시 마산회원구 구암남10길 26 (구암동, 경일의원)",민간,2009-01-09,055-251-0202,2023-12-31
668,삼성내과의원,0,"창원시 마산합포구 월영남로 42 (월영동, 대동아파트)",민간,2008-12-29,055-247-7275,2023-12-31
669,연세소아청소년과의원,0,창원시 마산회원구 내서읍 광려천북로 184-1 (눈나라안경),민간,2008-11-07,055-231-7744,2023-12-31
670,김현수이비인후과의원,0,창원시 마산회원구 내서읍 삼계4길 17 (메디팜중앙약국),민간,2008-09-03,055-232-7520,2023-12-31
671,친절신경외과의원,21,"창원시 마산합포구 3·15대로 293 (서성동, 늘푸른선미술학원)",민간,2008-09-01,055-244-6990,2023-12-31
672,회산흉부외과의원,0,"창원시 마산합포구 북성로 99 (상남동, 동광빌딩)",민간,2008-08-01,055-223-1177,2023-12-31
673,선비뇨기과의원,1,"창원시 마산회원구 3·15대로 800 (합성동, 선비뇨기과의원)",민간,2008-05-01,055-253-7582,2023-12-31
674,행복한정형외과의원,0,창원시 마산회원구 내서읍 호계본동로 17-2 (코오롱그랜드쇼핑),민간,2008-02-14,055-232-7668,2023-12-31
675,아름다운피부과의원,0,"창원시 마산회원구 3·15대로 744 (합성동, 송하빌딩)",민간,2007-11-30,055-295-8114,2023-12-31
676,미소마취통증의학과의원,0,"창원시 마산회원구 3·15대로 768 (합성동, 마산시외버스터미널)",민간,2007-08-23,055-292-2002,2023-12-31
677,심앤장내과의원,0,"창원시 마산합포구 3·15대로 192 (중앙동2가, 중앙동메디칼)",민간,2007-08-07,055-243-5600,2023-12-31
678,김성섭마취통증의학과의원,0,"창원시 마산회원구 3·15대로 763 (합성동, 홍치과)",민간,2007-08-02,055-221-7051,2023-12-31
679,누리이비인후과의원,0,"창원시 마산합포구 3·15대로 259 (중앙동3가, 경남한의사신협)",민간,2007-01-10,055-245-7585,2023-12-31
680,유경식정형외과의원,0,창원시 마산회원구 내서읍 삼계로 9 (남해횟집),민간,2006-11-22,055-231-0808,2023-12-31
681,비앤에스의원,0,"창원시 마산합포구 해안대로 7 (월남동5가, 경남은행)",민간,2006-11-15,055-246-7582,2023-12-31
682,효도마취통증의학과의원,0,"창원시 마산합포구 합포로 56 (동성동, 패류살포양식수협)",민간,2006-11-10,055-221-7582,2023-12-31
683,굿모닝정형외과의원,0,"창원시 마산회원구 북성로 106 (회원동, 환금프라자)",민간,2006-09-14,055-221-9061,2023-12-31
684,세화의원,0,"창원시 마산합포구 자산서14길 95 (자산동, 상진힐프라자)",민간,2006-07-24,055-222-3400,2023-12-31
685,바른몸정형외과의원,0,"창원시 마산합포구 월영동로 1 (해운동, 한미메디칼센타)",민간,2006-06-22,055-243-4119,2023-12-31
686,최이비인후과의원,0,창원시 마산합포구 해안대로 3 (월남동5가),민간,2006-04-14,055-245-5075,2023-12-31
687,준이비인후과의원,0,창원시 마산회원구 내서읍 삼계로 10 (튼튼한약국),민간,2006-03-22,055-231-4911,2023-12-31
688,우리정형외과신경외과의원,19,"창원시 마산회원구 3·15대로 744 (합성동, 송하빌딩)",민간,2006-03-13,055-296-9700,2023-12-31
689,편한수의원,0,창원시 마산회원구 내서읍 상곡로 26-1 (열린약국),민간,2005-12-29,055-232-5775,2023-12-31
690,창원교도소의원,29,창원시 마산회원구 송평로 39 (회성동),민간,2005-10-04,055-298-9011,2023-12-31
691,한미메디내과진단방사선과의원,25,"창원시 마산합포구 월영동로 1 (해운동, 한미메디칼센타)",민간,2005-10-04,055-245-8899,2023-12-31
692,최은석이비인후과의원,0,창원시 마산회원구 내서읍 호계본동로 17-2 (코오롱그랜드쇼핑),민간,2005-09-09,055-232-8276,2023-12-31
693,이앤조내과의원,0,"창원시 마산합포구 서성로 48 (신포동2가, 대우메디칼빌딩)",민간,2005-09-06,055-244-7582,2023-12-31
694,위즈여성외과의원,0,"창원시 마산합포구 해안대로 11 (해운동, 월드프라자)",민간,2005-06-02,055-245-5222,2023-12-31
695,합성삼성내과의원,0,"창원시 마산회원구 3·15대로 785 (합성동, 거북이한의원)",민간,2005-03-28,055-292-5552,2023-12-31
696,신세계의원,0,"창원시 마산회원구 양덕서8길 9, 202호 (석전동)",민간,2005-03-24,055-295-7568,2023-12-31
697,속편한내과의원,0,"창원시 마산회원구 3·15대로 750 (합성동, 마산시외버스터미널)",민간,2005-02-22,055-256-1075,2023-12-31
698,동원내과의원,0,창원시 마산회원구 회원북13길 5 (회원동),민간,2004-10-25,055-242-7500,2023-12-31
699,배윤상내과의원,0,"창원시 마산회원구 3·15대로 768 (합성동, 마산시외버스터미널)",민간,2004-10-18,055-252-7582,2023-12-31
700,예일항맥외과의원,6,"창원시 마산회원구 3·15대로 645 (석전동, 예일메디컬센터)",민간,2004-09-14,055-297-5533,2023-12-31
701,나래정형외과의원,0,"창원시 마산회원구 3·15대로 662 (석전동, 나래정형외과)",민간,2004-08-17,055-253-0008,2023-12-31
702,예일내과의원,0,"창원시 마산회원구 3·15대로 645 (석전동, 예일메디컬센터)",민간,2004-05-13,055-255-7300,2023-12-31
703,홍내과의원,0,"창원시 마산합포구 자산삼거리로 2 (자산동, 남은빌딩)",민간,2004-03-03,055-246-0091,2023-12-31
704,삼성안과의원,2,창원시 마산회원구 내서읍 삼계로 12,민간,2004-02-09,055-231-3375,2023-12-31
705,탑비뇨기과의원,0,창원시 마산회원구 내서읍 경남대로 933,민간,2003-06-26,055-231-3646,2023-12-31
706,우리소아과의원,0,창원시 마산회원구 3·15대로 605 (석전동),민간,2003-04-24,055-299-5275,2023-12-31
707,세인의원,0,"창원시 마산합포구 교방시장2길 23 (교방동, 경남은행)",민간,2003-04-03,055-242-7554,2023-12-31
708,하나산부인과의원,0,"창원시 마산회원구 3·15대로 765-1, 3층 (합성동, 우성빌딩)",민간,2003-03-10,055-295-0246,2023-12-31
709,파티마마취통증의학과의원,0,"창원시 마산합포구 해안대로 7 (월남동5가, 경남은행)",민간,2003-02-24,055-245-4505,2023-12-31
710,김수영신경외과의원,0,"창원시 마산합포구 월영남로 3, 4층 401.402호 (해운동)",민간,2002-12-02,055-247-5991,2023-12-31
711,큰사랑외과의원,2,창원시 마산회원구 내서읍 삼계4길 17 (메디팜중앙약국),민간,2002-11-28,055-232-3160,2023-12-31
712,문창형내과의원,0,창원시 마산합포구 3·15대로 12 (월남동5가),민간,2002-11-07,055-241-3399,2023-12-31
713,가족사랑의원,0,창원시 마산회원구 구암남1길 78 (합성동),민간,2002-08-14,055-298-9778,2023-12-31
714,미래산부인과의원,28,"창원시 마산합포구 3·15대로 32 (월남동4가, 미래산부인과)",민간,2002-07-16,055-221-3777,2023-12-31
715,경남학문외과의원,9,"창원시 마산회원구 3·15대로 800 (합성동, 선비뇨기과의원)",민간,2002-06-25,055-256-0975,2023-12-31
716,이종흔안과의원,3,"창원시 마산회원구 3·15대로 750 (합성동, 마산시외버스터미널)",민간,2002-06-08,055-299-5599,2023-12-31
717,정정은산부인과의원,0,"창원시 마산합포구 가포로 8 (해운동, 선진빌딩)",민간,2002-06-04,055-243-0802,2023-12-31
718,류승환내과의원,0,창원시 마산회원구 내서읍 삼계6길 14 (포인포),민간,2002-04-13,055-232-8520,2023-12-31
719,어시장효자손마취통증의학과의원,0,"창원시 마산합포구 합포로 28 (남성동, 대동빌딩)",민간,2002-04-08,055-221-0046,2023-12-31
720,마산밝은안과의원,0,"창원시 마산합포구 해안대로 15 (해운동, 파라다이스빌딩)",민간,2002-03-14,055-247-4782,2023-12-31
721,석전의원,0,"창원시 마산회원구 석전동5길 37 (석전동, 석전의원)",민간,2002-03-11,055-298-3866,2023-12-31
722,정규덕비뇨기과의원,0,"창원시 마산합포구 월영동2길 3, 은아상가 4층 401·402호 (해운동)",민간,2002-01-02,055-247-5854,2023-12-31
723,케이씨에스마산수외과의원,3,"창원시 마산회원구 3·15대로 727 (합성동, 매디칼센타)",민간,2001-11-27,055-253-7532,2023-12-31
724,장편한내과의원,0,"창원시 마산회원구 3·15대로 780 (합성동, 행복한메디컬)",민간,2001-11-16,055-295-3334,2023-12-31
725,삼성산부인과의원,0,창원시 마산회원구 내서읍 호계본동로 17-2 (코오롱그랜드쇼핑),민간,2001-10-15,055-232-3688,2023-12-31
726,주의원,0,창원시 마산합포구 허당로 50 (산호동),민간,2001-08-30,055-242-7282,2023-12-31
727,박내과의원,0,"창원시 마산회원구 3·15대로 605-3 (석전동, 박의원)",민간,2001-08-01,055-252-0378,2023-12-31
728,누리안과의원,0,"창원시 마산합포구 가포로 8 (해운동, 선진빌딩)",민간,2001-07-06,055-224-0075,2023-12-31
729,삼성정형외과의원,0,창원시 마산회원구 내서읍 삼계4길 34,민간,2001-06-27,055-231-0008,2023-12-31
730,서울내과정형외과의원,14,"창원시 마산합포구 3·15대로 261, 2,3,4,8층 202호 (중앙동3가)",민간,2001-06-01,055-297-8275,2023-12-31
731,맑은의원,0,창원시 마산회원구 3·15대로 727 (합성동),민간,2001-06-01,055-245-8275,2023-12-31
732,봉암중앙의원,1,창원시 마산회원구 봉암북4길 8 (봉암동),민간,2001-05-16,055-256-3337,2023-12-31
733,혜승의원,4,창원시 마산합포구 진동면 해양관광로 20 (진동수산업협동조합),민간,2001-04-20,055-272-0075,2023-12-31
734,중앙자모의원,29,창원시 마산회원구 3·15대로 485 (회원동),민간,2001-04-17,055-248-3333,2023-12-31
735,허성희산부인과의원,0,창원시 마산합포구 합포로 243 (산호동),민간,2001-03-23,055-221-9777,2023-12-31
736,파티마안과의원,2,"창원시 마산합포구 합포로 26-1 (남성동, 경남약국)",민간,2001-03-08,055-242-3700,2023-12-31
737,참빛의원,0,창원시 마산합포구 삼호로 53 (산호동),민간,2001-03-02,055-243-0436,2023-12-31
738,현대의원,0,"창원시 마산회원구 구암서1길 51 (구암동, 문윤수치과의원)",민간,2000-12-29,055-298-2993,2023-12-31
739,강내과의원,0,창원시 마산합포구 산호북6길 26 (산호동),민간,2000-12-23,055-221-1002,2023-12-31
740,김윤규방사선과의원,0,창원시 마산회원구 3·15대로 779 (합성동),민간,2000-07-05,055-247-6007,2023-12-31
741,신세계산부인과의원,0,"창원시 마산합포구 해안대로 15 (해운동, 파라다이스빌딩)",민간,2000-07-05,055-299-8575,2023-12-31
742,예일안과의원,6,"창원시 마산회원구 3·15대로 659 (석전동, 예일안과)",민간,2000-04-19,055-296-6111,2023-12-31
743,재건항운외과의원,4,"창원시 마산회원구 북성로 107 (회원동, 재건약국)",민간,2000-03-30,055-247-7575,2023-12-31
744,성심방사선과의원,0,창원시 마산회원구 북성로 109 (회원동),민간,2000-03-08,055-248-9800,2023-12-31
745,성심내과의원,0,"창원시 마산회원구 북성로 109 (회원동, 성심신경정형외과)",민간,2000-03-08,055-243-2900,2023-12-31
746,세란정형외과의원,0,"창원시 마산합포구 3·15대로 34 (월남동4가, 장원빌딩)",민간,2000-01-20,055-243-3721,2023-12-31
747,예일이비인후과의원,16,"창원시 마산회원구 3·15대로 645, 예일메디컬센터 2,8,9층 3층(303)호, 6층(602)호 (석전동)",민간,2000-01-18,055-293-5775,2023-12-31
748,이호성피부과의원,0,"창원시 마산합포구 가포로 8 (해운동, 선진빌딩)",민간,1999-12-20,055-243-7475,2023-12-31
749,하사랑신경과의원,0,"창원시 마산회원구 3·15대로 727 (합성동, 매디칼센타)",민간,1999-12-20,055-247-3031,2023-12-31
750,이두하내과의원,0,"창원시 마산합포구 합포로 28 (남성동, 대동빌딩)",민간,1999-11-24,055-248-0100,2023-12-31
751,사마리아산부인과의원,0,"창원시 마산합포구 용마로 53 (산호동, 사마리아의원)",민간,1999-09-01,055-241-0633,2023-12-31
752,삼계중앙산부인과의원,0,창원시 마산회원구 내서읍 삼계로 12,민간,1999-07-31,055-232-8161,2023-12-31
753,연세남성비뇨기과의원,0,"창원시 마산합포구 서성로 48 (신포동2가, 대우메디칼빌딩)",민간,1999-06-09,055-222-5555,2023-12-31
754,창동학문외과의원,9,"창원시 마산합포구 문화의길 5 (오동동, 창동학문외과의원)",민간,1999-04-12,055-223-0975,2023-12-31
755,조문흠가정의학과의원,0,"창원시 마산합포구 중앙남6길 103 (장군동3가, 조문흠가정의학과의원)",민간,1999-03-15,055-248-7474,2023-12-31
756,영의원,0,"창원시 마산회원구 3·15대로 727 (합성동, 매디칼센타)",민간,1999-01-11,055-295-1188,2023-12-31
757,영남의원,0,창원시 마산합포구 구산면 구산로 547 (새마을금고),민간,1998-11-09,055-221-1775,2023-12-31
758,명내과의원,0,창원시 마산회원구 내서읍 삼계로 12,민간,1998-10-23,055-232-8275,2023-12-31
759,성내과의원,0,창원시 마산회원구 내서읍 상곡로 19 (신성네스트빌),민간,1998-09-28,055-232-3900,2023-12-31
760,세인성형외과의원,0,"창원시 마산회원구 3·15대로 645 (석전동, 예일메디컬센터)",민간,1998-07-10,055-295-0111,2023-12-31
761,김보현성형외과의원,0,"창원시 마산회원구 3·15대로 744 (합성동, 송하빌딩)",민간,1998-04-26,055-299-6000,2023-12-31
762,서정철내과의원,0,"창원시 마산회원구 양덕로 120, 금천빌딩 401호 (양덕동)",민간,1998-03-02,055-256-7997,2023-12-31
763,김용태내과의원,0,"창원시 마산회원구 북성로 120 (회원동, 김용태내과의원)",민간,1997-11-11,055-248-3737,2023-12-31
764,김의원,0,창원시 마산합포구 진동면 서촌숲끝길 5 (김의원),민간,1997-05-16,055-271-8722,2023-12-31
765,회성마취통증의학과의원,0,"창원시 마산합포구 가포로 12 (해운동, 선진상가)",민간,1996-10-07,055-221-7051,2023-12-31
766,이상훈의원,0,창원시 마산합포구 진동면 삼진의거대로 634,민간,1995-05-10,055-271-9490,2023-12-31
767,오용구내과의원,0,"창원시 마산회원구 3·15대로 727 (합성동, 매디칼센타)",민간,1994-03-28,055-255-0331,2023-12-31
768,중앙의원,0,"창원시 마산회원구 북성로 329 (회성동, 중앙의원)",민간,1994-02-26,055-252-1190,2023-12-31
769,이민희내과의원,0,창원시 마산회원구 내서읍 호계본동로 17-2 (코오롱그랜드쇼핑),민간,1993-05-06,055-231-3081,2023-12-31
770,정안과의원,0,"창원시 마산회원구 3·15대로 767, 1.2.3층 (합성동, 정안과의원)",민간,1992-05-06,055-252-1400,2023-12-31
771,김안과의원,14,창원시 마산회원구 3·15대로 669 (석전동),민간,1991-10-09,055-298-1176,2023-12-31
772,김영조내과의원,0,"창원시 마산합포구 가포로 12 (해운동, 선진상가)",민간,1991-04-24,055-248-9100,2023-12-31
773,한미정형외과의원,29,"창원시 마산합포구 서성로 57 (신포동2가, 한미정형외과의원)",민간,1990-07-16,055-221-0242,2023-12-31
774,김형곤이비인후과의원,0,"창원시 마산합포구 가포로 12 (해운동, 선진상가)",민간,1990-06-26,055-248-6611,2023-12-31
